"investor_reference"," consumer_creditor_class","debt_amount"
"BB00044374","M2",1241
"BM00044407","M2",1990
"AN00044429","M2",11285
"AH00044451","M2",2235
"BS00044506","M2",22891
"LM00044605","M2",21317
"ag00044759","M2",12081
"JW00044770","M2",26432
"AP00044869","M2",10405
"jp00045100","M2",6617
"FB00045474","M2",8280
"NM00045540","M2",100598
"SD00045683","M2",3126
"EM00046090","M2",5096
"RP00046244","M2",625
"DG00046277","M2",32151
"cw00046464","M2",5018
"NS00046486","M2",6704
"DH00046618","M2",5639
"DF00046706","M2",10099
"AC00046750","M2",35424
"MD00046772","M2",2538
"SH00046816","M2",5756
"GW00047289","M2",12809
"DF00047300","M2",322
"BD00047443","M2",22705
"JR00047476","M2",2892
"si00047597","M2",1327
"CD00047784","M2",10247
"SJ00047839","M2",9824
"PS00047883","M2",10086
"C 00047971","M2",6950
"TK00048279","M2",1125
"SM00048323","M2",158
"PG00048455","M2",9009
"DF00048554","M2",21293
"PT00048862","M2",131
"ec00048906","M2",3380
"MA00048972","M2",734
"DT00049082","M2",650
"KB00049555","M2",937
"MR00049720","M2",5038
"EG00049731","M2",2067
"MC00049764","M2",3052
"SC00050017","M2",1416
"DL00050138","M2",11941
"RM00050270","M2",2789
"ch00050292","M2",5941
"GQ00050347","M2",504
"mc00050446","M2",1014
"VC00050523","M2",4987
"CS00050545","M2",25021
"rm00050567","M2",123
"JL00050578","M2",1624
"PS00051029","M2",101
"JR00051040","M2",10187
"RP00051073","M2",4063
"AR00051194","M2",39221
"kt00051480","M2",2956
"MV00051491","M2",12409
"JV00051843","M2",54527
"SK00051865","M2",5069
"SS00051876","M2",2365
"RB00052118","M2",17463
"HW00052228","M2",5623
"SJ00052316","M2",30750
"GO00052602","M2",829
"GB00052800","M2",7813
"LM00052921","M2",66536
"AJ00052998","M2",30993
"AC00053009","M2",504
"el00053031","M2",42755
"AH00053053","M2",140
"EE00053064","M2",609
"DP00053086","M2",2217
"DL00053119","M2",692
"AF00053141","M2",7420
"PW00053328","M2",10369
"HF00053350","M2",111
"ks00053515","M2",6105
"RB00053537","M2",5675
"JW00053592","M2",514
"DM00053625","M2",5286
"HP00053801","M2",5044
"gL00053977","M2",9551
"PS00054010","M2",641
"EW00054021","M2",8113
"AS00054164","M2",2638
"IJ00054362","M2",1197
"JS00054406","M2",1384
"DD00054483","M2",9579
"DC00054505","M2",20463
"MR00055275","M2",2785
"MN00055429","M2",364
"JB00055759","M2",371
"TS00055781","M2",117
"JC00055913","M2",50367
"MG00055968","M2",21049
"ab00056012","M2",4132
"LD00056045","M2",1856
"RL00056111","M2",40443
"DE00056133","M2",45853
"AC00056221","M2",2033
"cs00056298","M2",50492
"JG00056342","M2",7668
"SC00056540","M2",1210
"HG00056617","M2",3721
"GP00056694","M2",603
"SS00056760","M2",1205
"GP00056881","M2",9052
"JH00056925","M2",398
"JH00057035","M2",6855
"SS00057134","M2",8342
"pf00057266","M2",14416
"wh00057354","M2",25166
"GD00057519","M2",44854
"AV00057728","M2",1280
"GS00057816","M2",30363
"ED00058080","M2",18690
"DD00058091","M2",43149
"AD00058179","M2",15243
"JL00058443","M2",4798
"UC00058465","M2",6006
"EC00058674","M2",1730
"JT00058729","M2",272
"TC00058839","M2",1256
"MD00058894","M2",5253
"MC00059015","M2",5795
"MN00059081","M2",510
"PS00059301","M2",849
"CM00059312","M2",7123
"JB00059433","M2",251
"CH00059499","M2",38352
"AM00059708","M2",5162
"MC00059829","M2",10307
"VC00060049","M2",2054
"aB00060082","M2",241
"AB00060181","M2",281
"JC00060379","M2",10098
"wr00060434","M2",4052
"KW00060720","M2",11422
"KF00060742","M2",4974
"MN00060885","M2",497
"RB00061072","M2",618
"LT00061226","M2",595
"AH00061237","M2",5099
"KB00061413","M2",7235
"AT00061457","M2",115
"LD00061875","M2",915
"DD00061886","M2",1313
"RM00062029","M2",672
"TL00062161","M2",3323
"SK00062348","M2",7122
"JG00062447","M2",1125
"AC00062568","M2",13815
"DB00062623","M2",11902
"GL00062656","M2",5703
"AB00062854","M2",50750
"OM00062964","M2",101
"db00062997","M2",967
"JO00063019","M2",6982
"LR00063294","M2",3118
"AK00063448","M2",11829
"RS00063503","M2",10403
"MH00063569","M2",506
"GD00063613","M2",2405
"MG00063646","M2",5373
"CM00063811","M2",103
"PR00063976","M2",12632
"BW00064075","M2",2660
"ST00064086","M2",114
"EW00064614","M2",116
"bm00064647","M2",15108
"HU00064658","M2",5376
"BW00064757","M2",12355
"ZS00064999","M2",22435
"CG00065274","M2",669
"GM00065296","M2",8905
"PC00065318","M2",7746
"JP00065362","M2",11800
"JL00065417","M2",467
"HR00065428","M2",20086
"KW00065483","M2",6292
"HL00065582","M2",5822
"TL00065802","M2",10593
"GM00065967","M2",104
"AB00066022","M2",121
"DL00066099","M2",6359
"SP00066253","M2",62701
"JM00066660","M2",8764
"be00066770","M2",4276
"CS00067012","M2",65594
"bg00067309","M2",39289
"AL00067320","M2",7622
"JS00067441","M2",44532
"AC00067463","M2",2043
"RT00067617","M2",8157
"KL00067628","M2",12098
"RB00067749","M2",221
"ne00068057","M2",103672
"CB00068090","M2",2067
"HM00068101","M2",6355
"AC00068167","M2",6298
"FS00068222","M2",203
"ED00068343","M2",1521
"BS00068365","M2",10133
"MS00068398","M2",3550
"PW00068464","M2",4531
"GP00068519","M2",1465
"dr00068607","M2",8891
"rr00068662","M2",2256
"jb00068893","M2",11226
"ME00068915","M2",795
"SW00068937","M2",20639
"DG00069212","M2",6230
"sw00069223","M2",865
"CC00069454","M2",6167
"JD00069575","M2",9282
"AC00069586","M2",141
"KT00069674","M2",11495
"EV00069762","M2",103
"pj00070114","M2",11693
"JA00070169","M2",3808
"MA00070334","M2",4032
"CG00070444","M2",45663
"DW00070499","M2",2048
"FA00070543","M2",36261
"DT00070565","M2",6139
"EH00070884","M2",20323
"JS00070895","M2",6219
"MA00070906","M2",5156
"RM00071016","M2",26478
"MF00071335","M2",5381
"Fv00071357","M2",1066
"MG00071500","M2",18699
"DD00071665","M2",253
"kn00071687","M2",7181
"MC00071753","M2",12607
"SG00071764","M2",3526
"bw00071775","M2",12711
"PT00072435","M2",1645
"SK00072512","M2",20452
"JD00072523","M2",7639
"AB00072699","M2",60251
"SF00072721","M2",855
"RS00072787","M2",10063
"AJ00072930","M2",1066
"MA00072941","M2",10206
"BW00073238","M2",6155
"AR00073557","M2",6517
"pb00073568","M2",141
"bl00073689","M2",28425
"WF00073799","M2",1168
"HW00073832","M2",1913
"AB00073964","M2",2407
"JC00074569","M2",5919
"MS00074591","M2",5589
"JW00074679","M2",60902
"AB00074690","M2",5798
"AM00074767","M2",77984
"dD00074976","M2",16603
"SA00075196","M2",10128
"NO00075471","M2",1139
"SH00075592","M2",716
"AW00075768","M2",91313
"rP00076065","M2",10137
"ce00076120","M2",267
"PB00076208","M2",204
"RW00076219","M2",5111
"bn00076373","M2",7687
"DC00076406","M2",869
"LS00076736","M2",8039
"JW00076857","M2",1022
"AL00076989","M2",5193
"tc00077044","M2",3294
"HW00077055","M2",2112
"SB00077198","M2",1194
"EG00077440","M2",1489
"CS00077704","M2",24726
"SL00077737","M2",675
"BW00077792","M2",3445
"AH00078133","M2",28375
"KH00078155","M2",26166
"VS00078342","M2",10241
"PT00078364","M2",2012
"RN00078628","M2",1027
"DR00078837","M2",2343
"RP00079255","M2",7192
"SC00079354","M2",309
"TH00079431","M2",282
"MS00079607","M2",3070
"RM00079761","M2",25160
"LM00079882","M2",30885
"HD00080300","M2",11932
"KU00080311","M2",9275
"FC00080509","M2",2165
"JA00080553","M2",311
"ks00080641","M2",722
"DM00080652","M2",2148
"BS00080850","M2",5574
"ED00081213","M2",8225
"RE00081257","M2",4548
"SM00081422","M2",2383
"KH00081521","M2",275
"PO00081587","M2",2835
"CD00081675","M2",51885
"al00081851","M2",12111
"GS00082016","M2",10048
"IM00082071","M2",4338
"JW00082126","M2",2218
"SI00082137","M2",2019
"GM00082346","M2",11686
"RD00082511","M2",1708
"GP00082577","M2",6063
"MD00082731","M2",5091
"mc00083116","M2",24567
"MZ00083149","M2",2493
"CW00083490","M2",217
"PB00083578","M2",2172
"DS00083644","M2",2547
"cr00083798","M2",15457
"WG00083864","M2",1349
"BL00083908","M2",3548
"WS00083919","M2",6138
"LP00083974","M2",771
"NB00084095","M2",1564
"SY00084106","M2",3055
"HP00084172","M2",5650
"JM00084315","M2",20247
"HT00084414","M2",6747
"km00084623","M2",10167
"LC00084645","M2",10157
"PH00084821","M2",17066
"KA00084920","M2",203
"Ck00085184","M2",46347
"PS00085239","M2",46308
"DF00085250","M2",3075
"sK00085437","M2",5786
"MS00085492","M2",2065
"MM00085536","M2",18480
"NG00085569","M2",2044
"JS00085712","M2",5409
"AM00085756","M2",1388
"JD00085822","M2",4473
"SW00086064","M2",5795
"MH00086097","M2",416
"GW00086361","M2",10210
"LJ00086372","M2",35083
"RC00086515","M2",5183
"SR00086746","M2",294
"RW00087043","M2",5739
"ss00087109","M2",5217
"DP00087197","M2",2725
"CA00087329","M2",5073
"SH00087340","M2",14462
"LT00087351","M2",1368
"GW00087571","M2",3013
"PM00087824","M2",10095
"FH00087901","M2",30380
"GR00087912","M2",30196
"KJ00088550","M2",559
"JG00088759","M2",3437
"GD00088957","M2",408
"GG00089100","M2",10057
"BS00089111","M2",5519
"AS00089144","M2",156
"MB00089320","M2",2491
"PB00089419","M2",21533
"PS00089562","M2",5908
"KS00089727","M2",31293
"cb00089837","M2",163
"CM00089848","M2",1008
"WR00089936","M2",11583
"jl00089947","M2",3419
"TD00090299","M2",2158
"PP00090486","M2",2181
"JM00090541","M2",692
"ac00090673","M2",10171
"SB00090695","M2",2491
"MS00090860","M2",9310
"JS00090871","M2",2431
"JW00091036","M2",11756
"GG00091168","M2",11740
"HT00091267","M2",43780
"RR00091333","M2",2266
"AW00091388","M2",15143
"CR00091454","M2",2266
"RO00091663","M2",2543
"CW00091784","M2",2164
"PL00091971","M2",6360
"CN00091982","M2",27389
"RM00092004","M2",2429
"RL00092048","M2",2011
"VF00092125","M2",10230
"MB00092202","M2",2930
"JM00092235","M2",2868
"SB00092323","M2",803
"ia00092389","M2",5204
"jt00092411","M2",5023
"CH00092433","M2",1014
"MH00092455","M2",10048
"am00092686","M2",5615
"rc00092763","M2",1011
"HC00092939","M2",5036
"RW00093060","M2",2419
"BS00093071","M2",2291
"MS00093412","M2",51076
"PC00093489","M2",33757
"SD00093500","M2",2414
"AC00093544","M2",141
"ct00093588","M2",704
"RH00093665","M2",5615
"JW00093676","M2",114
"AD00093698","M2",1952
"HM00093731","M2",662
"FG00094006","M2",23441
"CP00094050","M2",2301
"FG00094061","M2",2080
"cd00094292","M2",382
"IW00094347","M2",45148
"CR00094512","M2",15059
"af00094721","M2",9827
"CT00094776","M2",22525
"sr00094930","M2",5138
"VL00094963","M2",3773
"PS00095073","M2",812
"JS00095106","M2",50813
"KE00095128","M2",5026
"MN00095216","M2",564
"DR00095249","M2",5741
"WM00095315","M2",11816
"SG00095337","M2",5126
"CC00095359","M2",11388
"SK00095392","M2",38633
"cc00095502","M2",13916
"PE00095645","M2",17485
"GC00095689","M2",29317
"HT00095700","M2",32409
"TD00095788","M2",11067
"HW00095799","M2",2258
"JJ00095898","M2",6167
"pL00095964","M2",161
"mo00096107","M2",5307
"MC00096151","M2",5199
"SN00096195","M2",340
"DE00096217","M2",610
"LS00096228","M2",6890
"DW00096525","M2",1230
"PJ00096558","M2",100
"ch00096646","M2",14227
"JO00096679","M2",2307
"CS00096789","M2",135
"kc00096954","M2",30144
"TL00097119","M2",14016
"LJ00097152","M2",4193
"eb00097196","M2",181
"HF00097229","M2",8153
"LM00097339","M2",43795
"BB00097416","M2",2258
"mw00097559","M2",16988
"dp00097625","M2",9328
"MS00097790","M2",30594
"GK00098307","M2",104
"JB00098351","M2",3988
"jh00098527","M2",366
"JM00098703","M2",155
"LG00098736","M2",5682
"AI00099418","M2",123
"PG00099638","M2",11257
"JA00099814","M2",38436
"MD00099902","M2",5070
"DH00100144","M2",20089
"DA00100287","M2",10033
"TE00100518","M2",11636
"AB00100562","M2",69890
"aC00100705","M2",14259
"MN00101112","M2",3911
"TF00101123","M2",651
"gh00101321","M2",16939
"rb00101376","M2",111
"TB00101783","M2",4152
"WB00101882","M2",8189
"DJ00102069","M2",5110
"RH00102080","M2",20571
"JB00102190","M2",121
"IK00102212","M2",10717
"KB00102234","M2",100
"GB00102421","M2",10167
"DL00102542","M2",5690
"DJ00102641","M2",66720
"CB00102806","M2",490
"RL00102993","M2",20206
"CL00103026","M2",395
"jc00103059","M2",5997
"PA00103114","M2",12569
"PH00103334","M2",20261
"MH00103378","M2",7601
"AR00103389","M2",151
"Jd00103499","M2",5098
"bv00103719","M2",280
"GH00103906","M2",3682
"ED00104027","M2",5215
"aj00104236","M2",12751
"DF00104335","M2",664
"lh00104522","M2",5690
"SG00104544","M2",30938
"MH00104555","M2",16426
"jc00104676","M2",3561
"RH00104863","M2",16967
"DH00105259","M2",603
"kc00105281","M2",1044
"NS00105435","M2",10754
"NT00105556","M2",40221
"AC00105567","M2",75564
"LH00105897","M2",2864
"CO00105919","M2",8585
"wh00105930","M2",1735
"es00106128","M2",5260
"TM00106150","M2",380
"MF00106194","M2",11075
"AS00106238","M2",11870
"SS00106293","M2",10281
"th00106667","M2",673
"RP00106678","M2",5164
"RK00106711","M2",855
"KG00107052","M2",515
"SS00107107","M2",5155
"TS00107426","M2",520
"DA00107756","M2",3178
"MR00107789","M2",5670
"AY00107811","M2",2781
"CR00107932","M2",3416
"TG00108053","M2",5022
"GC00108141","M2",100
"RM00108350","M2",28965
"CR00108394","M2",19446
"LS00108658","M2",716
"RM00108713","M2",20748
"rg00108955","M2",5810
"PW00109076","M2",3017
"LC00109230","M2",6077
"RF00109274","M2",11032
"CP00109362","M2",6983
"JL00109384","M2",4575
"EK00109571","M2",1184
"JO00109780","M2",10297
"AL00109901","M2",142
"LS00109912","M2",11514
"GW00109956","M2",30892
"MK00110264","M2",28075
"JM00110539","M2",10239
"pt00110572","M2",2355
"CD00110583","M2",5031
"FO00110869","M2",5392
"JG00110902","M2",6059
"MH00110913","M2",22889
"rr00111034","M2",7288
"JT00111045","M2",12108
"WK00111408","M2",141
"BN00111551","M2",25153
"TT00111650","M2",243
"KP00111727","M2",5100
"KB00111837","M2",3537
"CT00111848","M2",17081
"JG00111881","M2",972
"pL00112585","M2",790
"HC00112596","M2",1241
"AS00112706","M2",1014
"MC00112717","M2",11251
"da00113201","M2",579
"PP00113223","M2",10164
"AB00113267","M2",2420
"aB00113421","M2",1185
"DS00113696","M2",9163
"CQ00114015","M2",1780
"Bh00114136","M2",696
"SC00114169","M2",117
"AR00114279","M2",36422
"Db00114499","M2",23866
"WB00114510","M2",20120
"GC00114543","M2",340
"GC00114609","M2",1055
"CC00114697","M2",11823
"CY00114796","M2",128
"AR00115082","M2",16845
"DT00115115","M2",26195
"SC00115148","M2",2801
"DW00115390","M2",5032
"Rw00115522","M2",24355
"RE00115808","M2",7278
"MG00115841","M2",101130
"JC00115885","M2",4057
"dg00115929","M2",572
"KB00116006","M2",5571
"LS00116248","M2",11250
"DM00116556","M2",6230
"KS00116589","M2",3405
"MB00116655","M2",3998
"JH00116710","M2",2592
"SW00116787","M2",5675
"dp00117370","M2",7923
"DK00117425","M2",894
"LW00117491","M2",2235
"am00117513","M2",64089
"JS00117678","M2",1711
"HJ00117733","M2",10047
"MH00117799","M2",15336
"MJ00117854","M2",566
"CW00118217","M2",45409
"JB00118294","M2",5081
"SR00118316","M2",15555
"JL00118459","M2",12883
"jl00118514","M2",574
"rh00118525","M2",7608
"HD00118712","M2",1660
"PW00118778","M2",5090
"CW00118844","M2",149
"DW00118888","M2",28737
"JW00119108","M2",115
"*m00119251","M2",567
"SF00119306","M2",6172
"mt00119471","M2",10613
"CP00119823","M2",1967
"YH00119999","M2",552
"jc00120032","M2",14854
"rk00120054","M2",2248
"DH00120461","M2",176
"JH00120494","M2",176
"PJ00120582","M2",1090
"AH00120615","M2",5978
"SF00120648","M2",1924
"SS00120714","M2",3455
"TM00120736","M2",546
"CW00120747","M2",1745
"SM00120824","M2",557
"bk00120934","M2",10167
"gW00121000","M2",1529
"NL00121440","M2",543
"PH00121506","M2",242
"GR00121561","M2",40791
"TM00121715","M2",554
"Pl00121748","M2",20748
"MB00121814","M2",9564
"JC00121880","M2",1019
"RF00121935","M2",2521
"AL00122067","M2",1173
"RD00122166","M2",12747
"KW00122188","M2",1326
"CH00122210","M2",2027
"RB00122276","M2",11585
"BS00122639","M2",101
"DW00122826","M2",504
"ss00122859","M2",3460
"JQ00123156","M2",20983
"NH00123332","M2",3388
"KB00123475","M2",1608
"SP00123497","M2",819
"RM00123530","M2",1246
"SW00123574","M2",1447
"GP00123596","M2",4016
"ID00123640","M2",30748
"HM00123662","M2",114
"db00123695","M2",5446
"CS00123772","M2",1006
"NK00123882","M2",8105
"GB00123893","M2",5797
"ht00123915","M2",5792
"KC00123937","M2",10189
"DC00123959","M2",28793
"JG00123992","M2",30303
"jf00124212","M2",10072
"EB00124234","M2",15290
"JB00124278","M2",756
"AM00124388","M2",2339
"MP00124421","M2",11342
"el00124564","M2",1312
"MN00125037","M2",213
"EL00125048","M2",1231
"KB00125389","M2",322
"BC00125466","M2",10631
"CS00125477","M2",6025
"BC00125664","M2",111
"GS00125697","M2",10186
"JC00125873","M2",4067
"JW00126291","M2",6325
"MS00126445","M2",1191
"KT00126577","M2",10049
"MI00126654","M2",143
"KA00126698","M2",358
"CL00126973","M2",24143
"SF00127204","M2",38151
"PH00127369","M2",16791
"NP00127391","M2",615
"GN00127446","M2",14385
"CW00127490","M2",3414
"AM00127611","M2",27082
"SE00127677","M2",258
"JG00127765","M2",245
"LD00127809","M2",1058
"DL00127864","M2",1197
"GH00127875","M2",5660
"SH00127930","M2",34602
"NW00127963","M2",105
"ML00127996","M2",44525
"AS00128150","M2",51066
"LM00128161","M2",10152
"RF00128194","M2",159
"RW00128238","M2",9168
"JH00128260","M2",26011
"GT00128337","M2",1623
"MM00128370","M2",2053
"PS00128436","M2",2555
"MC00128491","M2",5625
"AS00128568","M2",2644
"GP00128579","M2",115
"WG00128678","M2",5110
"JK00128689","M2",308262
"KC00128700","M2",5113
"SH00128711","M2",305
"CC00128766","M2",5132
"ps00128788","M2",1021
"RP00129019","M2",199603
"tc00129085","M2",120
"SM00129415","M2",15232
"DH00129492","M2",228
"SH00129679","M2",13071
"mp00129789","M2",274
"RG00129976","M2",3071
"JL00130075","M2",10227
"DB00130306","M2",725
"DM00130438","M2",593
"CD00130658","M2",202
"GC00130713","M2",6703
"ST00130790","M2",20083
"WH00130889","M2",2275
"sf00130988","M2",5817
"DP00130999","M2",6075
"WM00131010","M2",513
"CW00131076","M2",589
"ce00131208","M2",47725
"AR00131406","M2",202
"jc00131472","M2",2591
"JT00131494","M2",5026
"Yp00131780","M2",1014
"rh00131791","M2",2007
"mf00131846","M2",56247
"np00131857","M2",68902
"DS00131978","M2",3055
"JW00132187","M2",10217
"BW00132253","M2",5446
"kc00132341","M2",5675
"GW00132396","M2",6029
"GP00132429","M2",5831
"SM00132605","M2",1033
"JG00132836","M2",303
"PL00133012","M2",141
"ec00133078","M2",1065
"JW00133254","M2",5645
"NR00133364","M2",1601
"sf00133441","M2",714
"DH00133672","M2",16525
"SS00133738","M2",96196
"js00134002","M2",11350
"AG00134013","M2",36049
"ML00134024","M2",6186
"KL00134112","M2",20271
"IJ00134167","M2",2529
"MG00134200","M2",5493
"GE00134222","M2",79289
"SM00134343","M2",290
"BB00134387","M2",543
"CA00134574","M2",1605
"DL00134651","M2",184
"JK00134860","M2",2073
"sn00134970","M2",248
"GH00135014","M2",112
"JP00135113","M2",20300
"SW00135223","M2",9069
"HT00135377","M2",25666
"AB00135586","M2",5038
"AH00135674","M2",4047
"RL00135762","M2",142
"DF00136004","M2",6985
"dr00136169","M2",15099
"PG00136213","M2",1531
"KV00136268","M2",3057
"pb00136301","M2",5048
"DJ00136433","M2",11771
"RD00136565","M2",34154
"kw00136697","M2",5071
"SF00136719","M2",251
"JM00136873","M2",250
"sg00136939","M2",7255
"js00137038","M2",5350
"JW00137170","M2",1193
"AS00137280","M2",26582
"RP00137423","M2",3304
"CG00137632","M2",134
"AL00137665","M2",6095
"JR00137676","M2",10118
"ID00137709","M2",1256
"LY00137731","M2",3014
"TB00137797","M2",254
"DD00137841","M2",3667
"KG00137907","M2",8660
"RT00137918","M2",11815
"JM00138259","M2",5201
"SH00138402","M2",12126
"sb00138611","M2",11074
"ab00138622","M2",10064
"SE00138897","M2",301
"RW00139073","M2",7529
"PS00139117","M2",3031
"bs00139172","M2",3647
"GH00139480","M2",15076
"DG00139579","M2",3444
"JF00139722","M2",7043
"EP00139777","M2",3609
"AN00140030","M2",10320
"GR00140272","M2",4211
"MG00140580","M2",3468
"AS00140734","M2",12032
"AH00140811","M2",6089
"EE00140877","M2",2010
"RM00141031","M2",503
"DF00141086","M2",3796
"JK00141141","M2",6959
"NJ00141328","M2",10154
"IP00141339","M2",5908
"MP00141537","M2",3796
"AP00141691","M2",5030
"FC00141724","M2",20587
"DB00142153","M2",6225
"iH00142186","M2",5598
"AS00142296","M2",4835
"ME00142417","M2",17325
"LB00142428","M2",10060
"DB00142494","M2",4208
"UA00142527","M2",10054
"HM00142571","M2",20440
"pv00142912","M2",3605
"PM00142956","M2",28958
"AH00143121","M2",5050
"KG00143385","M2",16777
"Wj00143605","M2",15659
"gg00143957","M2",3015
"RN00144144","M2",3604
"AA00144221","M2",2509
"WK00144232","M2",7065
"ag00144243","M2",14254
"AW00144298","M2",3827
"DJ00144320","M2",25480
"MR00144551","M2",211
"NB00144727","M2",1507
"TW00144881","M2",796
"JS00145299","M2",15251
"rr00145354","M2",2944
"CF00145552","M2",23750
